"modules"	"BS_8T7DZV2F"	"BS_BA6AZWB3"	"BS_AM70R8RG"	"BS_AMZ70B6F"	"BS_BPWEFR89"	"BS_BVSW4GTG"	"BS_8GW1TMV2"	"BS_3F5PR9GS"	"BS_81SP2HX4"	"BS_7C40TRCY"	"BS_7XQRH69M"	"BS_VT6C6N6K"	"BS_VPBMDMQX"	"BS_TW8DQH8J"	"BS_M15PW2N0"	"BS_J1AB8PMA"	"BS_RD4D5F9F"	"BS_R6WNEEE4"	"BS_RCC8BXVE"	"BS_9PB3XH5D"	"BS_FKDQJJB5"	"BS_E3BAT4C1"	"BS_1TWCV047"	"BS_1BWP5MCT"	"BS_V72H4RQS"	"BS_HE57E1RP"	"BS_R439VVPK"	"BS_N4B1SZZH"	"BS_CHDGRYHJ"	"BS_9V633J1X"	"BS_9NJHQE9F"	"BS_D144EJRQ"	"BS_TZVFR600"	"BS_V9HVBBDW"	"BS_ZV68CES9"	"BS_YEB88D32"	"BS_Z45HD492"	"BS_KVNGNETA"	"BS_AHEFXG7W"	"BS_9NZ2D6AD"	"BS_3MYEMXPQ"	"BS_1AYRM596"	"BS_4W68NV3M"	"BS_W311713R"	"BS_VVFBW0YH"	"BS_SKGJ5SY9"	"BS_TYAYZ9ZW"	"BS_TA9WP4TH"	"BS_HZRM07TW"	"BS_HZE3KYZ1"	"BS_HHPA8NJ2"	"BS_JT82QGXF"	"BS_S1M423AB"	"BS_A14Z8BBK"	"BS_2SFTWNVE"	"BS_7FWZ518S"	"BS_J71N7D09"	"BS_VA5T4KAA"	"BS_BSV07M7Z"	"BS_A87NPZAP"	"BS_9M5XJ10G"	"BS_GNV89A5P"	"BS_G00FHF3Q"	"BS_DFWFBYSN"	"BS_EFE4YEK3"	"BS_ERWT0ZWE"	"BS_3NWQXPQV"	"BS_4PH1MBGR"	"BS_4CP4T22V"	"BS_61E80SD6"	"BS_5PJCHF6V"	"BS_W9AT0MR7"	"BS_VMEX27TN"	"BS_TE0GVDNG"	"BS_ZXYDSBM9"	"BS_Z7PKVY9J"	"BS_KN92S7YQ"	"BS_K74PZET7"	"BS_KYF0Q0E7"	"BS_HTEPAKCM"	"BS_HKZENFDA"	"BS_H4B5Y6S0"	"BS_HF3RNN2T"	"BS_HD4EJYE3"	"BS_J8G4SH4Z"	"BS_JFB984RG"	"BS_QRDT19KS"	"BS_QPPPGYP4"	"BS_NKRYMHEP"	"BS_NZ71XCG3"	"BS_VJVDJABP"	"BS_NKEAAFMW"	"BS_K81DR8XG"	"BS_2Z1MKS84"	"BS_77317DY4"	"BS_4D9DD103"	"BS_5VQP0E6K"	"BS_YETBN0RQ"	"BS_K3ER45RV"	"BS_M84H3KXA"	"BS_HB03GSHF"	"BS_JZRM1S3T"	"BS_JTMXAMB7"	"BS_3V3KE3VT"	"BS_WH5HDE0A"
"M1"	-0.170763601087214	-0.0306664455634984	-0.0704721035232003	-0.112487274604861	-0.0843925000909862	-0.141127147993067	-0.158443879362387	-0.139702832148563	-0.136710898130321	-0.116488079210853	-0.10475802847474	-0.147052769185672	-0.0712826971957843	-0.235024150807063	-0.0912894953015108	-0.130371813249029	-0.110104953332689	-0.114783262501067	-0.0817213171087564	0.113353875048274	-0.0164673891775391	0.038568163459637	0.102642100398193	0.181885527740781	0.0490023813627105	0.0651084747875132	0.0558825464758725	0.0917727932490234	0.0947458794213984	0.148583232214079	0.184482464679073	0.092797775664623	0.127067867220416	0.161371432867338	0.122057264892558	0.0318277527191606	0.0484898086025446	0.209676111870336	0.0279256489581834	0.00321567022080258	-0.0995061818372029	-0.0449576619627913	0.0130684461911502	0.113019990106996	-0.0867603763777126	0.0758021910737799	-0.0511938252417656	-0.0288590031364062	-0.0415336083611778	-0.106939255343914	0.0731294791134772	0.0469857318165689	0.0815832097989893	-0.00356249302625444	0.00952575788057309	0.0946934834958063	0.0973484542625312	0.244477817020781	-0.100596277810176	-0.0761940743178406	0.146757279046157	-0.116533823284946	-0.069179310728	-0.0898760645614256	0.0202464438817954	0.0350815286171094	-0.0706975312613556	-0.00774306825195211	-0.103244859060144	0.147315779389326	-0.0828779711375	-0.0317773534804451	-0.0809478282011839	0.0830092248236221	-0.0245696623560386	-0.0919109092947709	-0.0433871776034695	0.0888215148841857	-0.0496136318484641	-0.0942598797828206	-0.0547572203610256	-0.00923236217377291	-0.106135058949573	-0.0507989638340863	-0.0435577042046565	-0.0211680761878642	-0.0270818485107171	-0.0530364972868	-0.0355429396019524	0.000666519632551711	0.172664139189575	0.0507824271767991	-0.010920100854467	0.0996200760211556	0.119797918449818	0.153080282903673	0.0831815403817756	0.0796241864793676	0.0834843721923851	0.0195823081075651	0.0050206784356449	0.104777351686883	0.0501614220492357	-0.026790058714959	-0.0439130289653618
"M2"	-0.278547489657789	-0.0219181911894774	-0.0534613721124415	-0.0701925306154723	-0.0829734046389322	-0.126465059210156	-0.198248538363601	-0.125098833006933	-0.126440201758388	-0.122240567853062	-0.0857934980701726	-0.149078491459157	-0.0603991929277816	-0.264646447996771	-0.0900956127342811	-0.15054994320943	-0.0891819808556615	-0.129427496018681	-0.0165440006082542	0.0722511302069774	-0.133468244882206	0.041714206558559	0.0221396605337524	-0.0900497741746143	-0.0922906249609237	-0.0917437042055704	-0.0131388125995236	-0.050921523692577	-0.0965512865531409	-0.111229700279212	-0.069342224568718	-0.00433738007916107	-0.0274603284937447	0.00287839174420504	0.0556169717866515	-0.0240602886795589	-0.0406045904475193	-0.0853836434729272	0.0463143865123703	0.02822141678583	0.0608240755594139	0.0861231503539839	0.100788664679262	0.0497125073793671	0.0521230969759507	0.0614644742689358	0.0306150460851217	0.0788992596586351	0.0672126187792707	0.0742540076084565	0.0115700962342663	0.0601389814329855	0.0759267210699703	0.109346140817286	0.145174686395365	0.0806456446190793	0.0380196494005728	0.0136965533794074	0.129762291037864	0.0898132589135708	0.0665383096322027	0.107969503033514	0.0973737367798356	0.111978937679105	0.113874595564331	0.118206502490161	0.0380980001600184	0.149188021414786	0.0529096192764206	0.0976180288421705	0.103663373707806	0.0974617133315473	0.0913570847489204	0.0649729708216019	0.10410841902656	0.0280580627556087	0.113354249048516	0.0914761144862727	0.0224055892090307	0.114761934110316	0.00772848390946781	0.0282509337873928	0.101699071298413	0.151650643162622	0.121487040409125	0.0268177630093393	0.131977502595203	0.109295059468672	0.135875171824112	0.124129130005448	-0.0471949766467355	-0.00406865868615833	-0.12330365125688	-0.0371348875307129	-0.11867315985726	-0.0819172367155031	-0.0885416318335648	-0.122639050826803	-0.0890493159850949	-0.162740752920467	-0.0806968036882052	-0.0754768839076779	-0.141276116079894	-0.0706014733999062	0.00566692434507071
"M3"	0.0171656443824579	0.121953711175725	0.122716992650098	0.100389224117972	0.13408096060375	0.100868501042249	0.0485678340662868	0.0891421606724122	0.0861651337403097	0.0993220626497663	0.119155520487417	0.125975020350001	0.12380830910265	0.0105214398190655	0.102946177583241	0.101312758548321	0.13250087257042	0.117893813073662	0.0660947732076669	0.0371018279726686	-0.0368247649610129	-0.0303984928776276	-0.0698201708088126	-0.00571625256895477	-0.0328825111254864	-0.0451682358302852	0.0142427790400523	0.121702584137753	-0.102030088702511	-0.0629601080835702	-0.0732413320620667	-0.0175682428279855	-0.0564289569851652	-0.0383179014643518	0.0175415431311618	-0.0382203840880414	-0.0736428202743693	-0.044827597850006	-0.0278574308197327	-0.0586866428721105	-0.0849858234848019	-0.0348783604239802	-0.0398598097325371	-0.0536454022941603	-0.0642173816295764	0.0208212160506657	-0.0741746286084997	-0.00550925923131159	-0.0108396463165691	-0.0981039475607276	-0.0488996958359352	-0.0223996103187223	-0.00256844980376746	-0.0373642462127985	0.0201422498647279	0.000739807566453491	0.026292526133578	0.0135498538377542	-0.1020935967982	-0.109101583368413	-0.0510512278404227	-0.147105615526368	-0.0394721216524781	-0.103317921777281	-0.0817878870649272	-0.0460773099673392	-0.0901676481902073	-0.0482542384773048	-0.154369530969282	-0.0402892286105849	-0.125495072903452	-0.0663053257339757	-0.0824602651756944	-0.0444297915469555	-0.0288383088132933	-0.132717873062173	-0.0798150226692022	-0.0630870165966542	-0.184999835891464	-0.124594513336693	-0.165023946062416	-0.120918393333576	-0.113732974608294	-0.0613005984858876	-0.111527000031777	-0.135286145413257	-0.0717031576146272	-0.0940214851229504	-0.0913243994329247	-0.028253126968839	0.090828699582242	0.0778557817823956	0.134867648219126	0.187443181433762	0.187990156134891	0.237333310797165	0.171967369993242	0.190908282007776	0.213373514757314	0.113935594544491	0.157799347888793	0.196078369673455	0.117211059420061	0.0538889858556669	0.106763759033727
"M4"	-0.242747822089145	0.143068290600094	0.164304356383744	0.134001702057256	0.138478769553079	0.101711649071223	0.00724911591314483	0.103536101438146	0.117319787799707	0.124779403497898	0.129773641684757	0.0862567999640942	0.146671550344723	-0.0415126178884219	0.122281022541164	0.0579823872931637	0.139873912346851	0.106367272917325	0.146127801413703	0.0505959305235164	-0.201799317024392	-0.0552589869272821	-0.0863725554716798	-0.126862275236521	-0.187302552652872	-0.189429908634597	-0.0915201591696067	0.071706297147008	-0.186421736034711	-0.217308589759807	-0.131664534846014	-0.100048357276985	-0.135629530364165	-0.097947807343569	-0.0307396084005273	-0.0958780417132286	-0.137055677599018	-0.143479373170457	-0.00618771354850928	-0.0499515154866819	-0.0607483000531639	-0.0517751328212512	-0.0114120365207252	-0.0863063975893089	-0.0432567545211658	-0.048986764227973	-0.0877354354506477	-0.0354096393235753	0.0166409859032627	-0.0561274545551381	-0.0990777623848695	-0.0485854036129931	-0.039154155174283	0.0803224277302091	0.125381206112757	0.0923605661174407	0.118241320021108	5.2990993559952e-05	-0.00566311357649446	-0.0270706199661067	-0.0173806501871438	-0.0629597341593991	0.00708043694919747	0.012863451453251	-0.00753846655604711	0.0480772390840804	-0.0811419121759584	0.0221969360738424	-0.0934369737789146	0.0345640420266693	-0.029746258991134	0.0644970616120564	-0.0190053308326806	0.00631031409749024	0.0843948491276323	-0.0134765514924988	-0.00839735148676697	-0.0291912005744998	-0.141042168134579	-0.00733860550661304	-0.13000563299807	-0.0366836328842373	-0.023946395008827	0.0315078653928515	-0.0281783806255916	-0.129420202615696	0.0069258604328266	-0.0173604546636217	-0.0241932636227348	0.0620905005791649	0.0323142589310366	0.0952847010894449	-0.0413111739474134	0.133005126017989	0.0877000822577559	0.134870977157777	0.107025504825263	0.101969537579334	0.129076030822621	0.0150655346129607	0.122205757091753	0.106742745336641	0.00943309742217646	0.0362811438480003	0.181613647467562
"M5"	-0.260875756998181	0.0866534078280046	0.095321062467412	0.0592675501232949	0.0338681893031399	0.00857337295070393	-0.0975103430279716	0.000150265686000424	0.00865300802620989	0.030408705544171	0.0301229568954879	-0.0384452146707303	0.0849972182177148	-0.157389324147434	0.052241650791258	-0.0412306105442264	0.0556052556516595	0.000841274654081021	0.152924613092435	0.0541726082364556	-0.212174682980736	-0.0320527916917778	-0.0598801847855228	-0.150096027863238	-0.187373195691826	-0.178956980584961	-0.088852271970961	-0.0149640087137901	-0.188331362386996	-0.227964568244136	-0.137554281291812	-0.0886364699145128	-0.126280420794046	-0.0836284378720494	-0.00207285519670844	-0.099775974405339	-0.138380072598775	-0.162812774443223	0.0384496797138137	-0.0140067515345588	0.0412968044705882	0.0326091155405525	0.0544821522690656	-0.0330743118860866	0.0307464310033895	-0.034941161829377	-0.0264178976619833	0.0325920596285922	0.066391022923779	0.0519071531225762	-0.0407922568434264	0.00764608169371779	0.000321585473578343	0.119640374851578	0.163920972048206	0.112061719850502	0.130888206521592	-0.0199926061037173	0.126719728920236	0.0855907910004628	0.0338783318878318	0.0632582860255376	0.107924331008623	0.115624350019955	0.0686176489700529	0.104118989051207	0.00564565728182014	0.126131609147727	0.025182705009385	0.0817433422038071	0.0799249015191417	0.117726009764948	0.0738257696426333	0.047927370160263	0.126101505511267	0.0414501471359881	0.100004538905192	0.0299221310009696	-0.033979183604723	0.107992087116914	-0.0585202480307483	0.0378345759545851	0.0830743784846847	0.126310774399843	0.0840353059927377	-0.0879777262522722	0.115193866579109	0.0813776195412771	0.0864830915872486	0.119208560424732	-0.00433051998483611	0.0586779532449125	-0.106686529996273	-0.0185400593119668	-0.121465597514303	-0.0885395111519281	-0.0845213412866382	-0.13093883774099	-0.0951457937065786	-0.177974937591308	-0.0568714757223308	-0.0755163636544228	-0.144636790167595	-0.0116800489461728	0.143527705268538
"M6"	-0.196465389750946	0.247657581428389	-0.022726948406371	0.0105687428607759	-0.00439378137841736	-0.166363080907161	-0.16104799662595	-0.124354464193071	-0.110869957441546	-0.138465283473497	-0.0804086001757788	-0.121838918310729	-0.031933049236572	-0.271120822005068	-0.00636431500586798	-0.0108547718752622	-0.109977527942578	-0.0332598139195705	0.00782435531722436	0.133722076485701	-0.173900194435554	-0.00825398475767383	-0.00740231118090084	-0.0941749374079532	-0.035838304895004	-0.0971259429973336	-0.0983831831763864	0.0681328904922765	-0.0316663090364165	-0.123740703229472	-0.0460174185886078	-0.00176670489646665	-0.0657425949650151	-0.0363931622309239	-0.00682022764343005	-0.0415132101491803	-0.059317919888057	-0.0141179939833424	0.000234905364590268	-0.0215097982200102	-0.0346866302181407	-0.038379188823126	-0.029263269074697	-0.0626282308710571	-0.0128599945877408	-0.010291395728392	-0.156199091581638	0.0147505735332103	0.0438771682970271	-0.0451490573981355	-0.0360205604562287	-0.0256684231362645	0.0549139282281278	0.168495349323486	0.275188999125681	0.226634627221503	0.229982017818012	0.159674119727704	-0.0445232060443281	0.0499471276691266	0.0917267302717023	-0.0273217761267515	-0.0718036153796062	0.10960248033791	0.028572589895011	0.135120681220263	0.00373921713224124	0.0150802260302548	-0.115450791527334	0.114631485063801	0.0146984898288434	0.156006667161174	-0.0124136189826484	0.0339461740946897	0.142229427671911	0.0883677538150177	0.0759695698916329	0.0139886979353821	-0.0515674454294735	0.0664903370963246	-0.056490259258019	-0.0125251547940379	0.0376861467216896	0.0943769619125124	0.0490848215063468	-0.0450148393449963	0.0257763754967776	0.0744405760133685	-0.0755650938876511	0.173692839205004	0.170944923168745	-0.0164513503458639	0.0763053323992235	-0.0215048728829169	-0.0195845177857184	-0.0567569892916865	0.0842034042672453	-0.10816999817128	-0.0697625632011593	-0.0609060132378708	-0.0320896850993326	0.122996864094562	0.0610503429319233	0.0918831071487412	0.0589605697910785
"M7"	0.154204653374265	0.100762300410078	0.044889910267256	0.154915346807924	0.159236032538551	0.162496143090685	0.0863544617132894	0.0361370925046201	0.151462298199018	0.148386888714706	0.15186402398985	0.168931118963004	0.180818086158922	0.0907871630586571	0.15392454316776	0.197552161451738	0.196734190619647	0.159897065318755	0.0589006454419559	0.00290492517443946	0.0369033774383535	0.000664818525812899	-0.0413845928018851	-0.022031674230298	0.0935061364303279	0.0358163713257193	0.142100487562988	0.150252737183089	-0.0380350330314535	-0.0289765372827266	-0.135501573585796	0.0798248822419038	-0.0602652222313277	-0.0189416632368765	0.0900326285596294	-0.0903999224122734	-0.0804049041719287	-0.0067570867905415	0.0386567474706062	-0.0472687927985993	0.0424669620248346	0.130557248046446	0.0165535881917926	0.0484268708179181	0.049711580945481	0.109898504439465	0.0389906424860507	0.114922083556626	0.0869231643646793	0.0135348574969952	0.0835679296439811	0.0186585545638087	0.0694711610620182	-0.113611092830926	-0.0259165112546115	-0.0263220786329087	-0.0127628954105116	-0.0412297364523266	-0.09554816658793	-0.0988199997126834	-0.0961532622200118	-0.0939460538769079	0.0238244657987229	-0.123155942038276	-0.101270324594569	-0.0683815126565801	-0.0978612127116049	0.012866608298484	-0.153271179250173	-0.0402348601300434	-0.106849221908411	-0.113870772086865	-0.0537513873366511	-0.106603817718914	-0.0346453857262277	-0.189500625823975	-0.0748241909077629	-0.0684871280052181	-0.190927843320176	-0.116871281434936	-0.185349859535174	-0.119437598651448	-0.0587508895773561	0.00185808029674926	-0.0878685807918027	-0.157139467558722	-0.0311564612182793	-0.0765518841955777	-0.0566664422172253	-0.035662553807224	-0.0539477062339663	-0.0757118150301823	0.104388904307345	0.071732941903313	0.0136417255967128	-0.045395792908984	-0.0526184557803842	-0.106062765045812	-0.0906834022430733	-0.109409642071519	-0.0151148112550422	-0.0446770402632775	-0.109290277172236	0.0147388714893095	0.0306269477259112
"M8"	-0.226669371341732	-0.0634159533618294	-0.0988665170611559	-0.106910451330231	-0.0966170693378179	-0.145487822365277	-0.186932978866729	-0.149149573495482	-0.174638073894887	-0.12611600321234	-0.116008749078576	-0.157167867386432	-0.102866492122009	-0.243762045594675	-0.0942885527333319	-0.150648883262265	-0.119665296728886	-0.143214652414985	-0.0863090557855031	0.0876679808905755	-0.00742427387834099	0.0793119950798703	0.0622554262820853	0.0577736007907109	0.0645193625423889	0.0650728161331494	0.0914933027660784	-0.0837770110638391	0.0449829337495638	0.113053463861605	0.0829874974786483	0.095711896563124	0.0776124504583255	0.114521280862155	0.128102449010328	0.0103089495595564	0.0705033032752804	0.0918506385915381	0.0603191320693633	0.0870008264843781	0.0498110331494685	0.0808700665051324	0.0709547315500675	0.0925615580389335	0.0338193077222836	0.098357250141921	0.0451543639241005	0.0551707155474026	0.0389720293291866	0.035931770078921	0.0703814218040045	0.0602773921947048	0.0991793106275611	0.080320610040941	0.105543581345461	0.0890859479699234	0.0420655024811053	0.129179064300314	0.0327600284969192	0.00574601516364506	0.095038959404412	0.0394500338613002	0.0402833983747664	0.0370957277249805	0.0924473086694605	0.0814965994235149	0.0107484338237449	0.0937955082971748	0.0186265290606812	0.0926967340115593	0.0334963147627671	0.0466095092868317	0.03063561506843	0.0939096063879131	0.0516009537861281	-0.000283248374043519	0.0473672474661319	0.104059773941726	0.0303159612414431	0.0290624346965159	0.0154552888757673	0.00654749547869388	0.0516684992593675	0.0756430683220782	0.077027707360659	0.0699579758506182	0.0696678672054374	0.0556571989956503	0.100304715531513	0.0780103448780764	-0.0225040735040129	-0.0534776642781144	-0.120312253634541	-0.0921663344401181	-0.138827650007696	-0.121392922706642	-0.150169378482064	-0.166294521160019	-0.14740230862757	-0.193358097512836	-0.15266514865267	-0.122058516862889	-0.161397954736798	-0.0922501875412405	-0.0553708630704852
"M9"	-0.106612662940231	0.208484852728372	0.204842294438761	0.151656808921911	0.178364112149175	0.167780157649968	0.0905115919991311	0.157681307341052	0.136280079490657	0.161497610032241	0.168407282114174	0.182984372439808	0.175004568487277	0.0760489260205403	0.138249851405667	0.129524643565051	0.195066518595332	0.170800462614186	0.156771905761876	0.0739695450357074	-0.119132348025995	-0.0650049868880567	-0.0659125850538618	-0.0949889524620053	-0.0612790475478077	-0.0955655418001226	-0.0758784543776878	0.0172691049492608	-0.0791054795328663	-0.142936032823799	-0.0830607731776264	-0.0299930119958356	-0.0735436165743654	-0.0583688929080726	-0.0173017571384353	-0.10003385725296	-0.0770980431800227	-0.0835082425981346	0.00377357825122969	-0.0492733591943573	-0.069007145879811	-0.0599898358952569	-0.0501791312322387	-0.0793213839762377	-0.0325537916398635	-0.0269744645878234	-0.113084059257057	-0.0458132078511963	0.0164682803568639	-0.0649449998978882	-0.06207563718372	-0.0575607183412935	0.00323685354402969	0.0922942467989891	0.159411488856498	0.135349889747503	0.152307833828889	0.0655842336699832	-0.0895904240956049	-0.0400391350507706	0.00801158907648336	-0.0887617228881444	-0.0662495712605323	0.00780225059133009	-0.0179317085605001	0.0589235382370577	-0.0790349818355013	-0.0214447522472396	-0.134764837644955	0.0367024360969775	-0.0461322451067081	0.073201141534598	-0.0716617471143501	-0.0437323719173813	0.0699198025046759	0.0159935058906431	-0.00965413385990081	-0.044672350551192	-0.108130069922764	-0.0207967948609259	-0.0993697941255101	-0.0695301236923636	-0.0140696940119536	0.0108120465849474	-0.0414785691260924	-0.101228990089298	-0.0331238590154231	-0.0169176201157414	-0.0852336624560324	0.0775334843994112	0.0602573924504464	0.0211207753599174	0.0339025895917271	-0.0456886733312232	-0.109717368093813	-0.105642466777595	-0.0462202912617313	-0.135493530994324	-0.127841088719866	-0.140962745497315	-0.0628952189526555	-0.00775987048464134	-0.0570629553494676	0.0888950426505409	0.190237394463257
"Not.Correlated"	-0.114170597852317	0.0410316501288208	-0.094006547142776	-0.108305276482856	-0.104146297493519	-0.129118122630146	-0.126993418477393	-0.037643201922141	0.0595021245682404	-0.00387759098505155	-0.0577447798557105	-0.114484971434073	0.0516962259223423	-0.20575204881695	-0.154925300403621	0.045798232552356	-0.0250066017836746	-0.136001563015357	0.0714131002380189	0.109663164165759	0.028085166878727	-0.0544499117456163	0.0712014446700616	-0.0487880809843383	-0.0306716407194165	0.0124749481866112	0.109323498554248	0.262116463435565	-0.218041707428649	-0.099002688126584	-0.0108759507413659	0.0726698687202093	-0.0135899643904174	0.102888965232254	0.0902547407009617	0.0463415327282784	0.0706154490217146	-0.121112938400289	0.0594026802860862	0.0377439470997667	0.205808560686073	0.0485397126485196	0.0739137552904264	0.138467024635866	-0.0328369966827729	0.136817589074208	-0.174446977142535	0.206900814926373	-0.0895040499852423	-0.000508664280543168	0.10679401629165	0.0692560914757033	0.141360114038776	-0.150522677725097	0.0918308846033841	0.0155942433683155	0.0596281446264522	0.0330766587211029	0.00271303900381418	-0.120173032961075	-0.0391558204426181	-0.111718888699634	-0.00195161777341009	0.0230430832201647	-0.0597570775469202	0.0604540035780467	0.10504911406637	0.0335504666730136	0.0342558699973061	0.0508559192747281	0.0703308383014297	0.0459950304615104	0.135865401688283	-0.127070336405701	0.0516626282742791	-0.051651153053205	0.127648209773058	-0.124102787296147	0.0017912624516476	-0.0291450410844665	-0.0606228814824923	-0.0946793090354812	-0.0817026647655897	0.0323384453245988	0.00388251111807479	0.0127884654583603	0.0201556170558512	-0.0380127768005102	-0.116341672115786	0.190083459256869	-0.0875637550411198	-0.0643830573237191	0.179738713480703	0.106501319551952	0.0249555340112737	-0.102729978745863	-0.0392518245704889	-0.00513838813153447	0.0263830359934602	-0.134105634894236	-0.0566567960680971	-0.0372501181829343	-0.164092826214605	0.0356364534684221	0.157896770324001
